Time,FLOW,TEMP,SALT
2011-09-11 00:00:00,0.319,13.6,0
2011-09-12 00:00:00,0.378,14.1,0
2011-09-13 00:00:00,0.447,14.2,0
2011-09-14 00:00:00,0.682,14.1,0
2011-09-15 00:00:00,0.858,12.7,0
2011-09-16 00:00:00,0.903,12.4,0
2011-09-17 00:00:00,0.88,11,0
2011-09-18 00:00:00,0.824,11.1,0
2011-09-19 00:00:00,0.768,11.8,0
2011-09-20 00:00:00,0.723,12.3,0
2011-09-21 00:00:00,0.686,12.2,0
2011-09-22 00:00:00,0.648,12.3,0
2011-09-23 00:00:00,0.614,11.6,0
2011-09-24 00:00:00,0.58,11,0
2011-09-25 00:00:00,0.548,11.3,0
2011-09-26 00:00:00,0.519,12,0
2011-09-27 00:00:00,0.492,11.6,0
2011-09-28 00:00:00,0.465,11.5,0
2011-09-29 00:00:00,0.441,13.1,0
2011-09-30 00:00:00,0.418,13.5,0
2011-10-01 00:00:00,0.397,12,0
2011-10-02 00:00:00,0.377,12.1,0
2011-10-03 00:00:00,0.402,11.5,0
2011-10-04 00:00:00,0.395,12.1,0
2011-10-05 00:00:00,0.454,11.5,0
2011-10-06 00:00:00,0.515,12,0
2011-10-07 00:00:00,0.528,10.1,0
2011-10-08 00:00:00,0.513,8.6,0
2011-10-09 00:00:00,0.49,7.2,0
2011-10-10 00:00:00,0.469,7.5,0
2011-10-11 00:00:00,0.458,6.6,0
2011-10-12 00:00:00,0.441,5.8,0
2011-10-13 00:00:00,0.422,6.1,0
2011-10-14 00:00:00,0.404,5.2,0
2011-10-15 00:00:00,0.384,5.1,0
2011-10-16 00:00:00,0.366,5.8,0
2011-10-17 00:00:00,0.35,5.5,0
2011-10-18 00:00:00,0.334,6.5,0
2011-10-19 00:00:00,0.332,6.6,0
2011-10-20 00:00:00,0.366,5.9,0
2011-10-21 00:00:00,0.395,4.7,0
2011-10-22 00:00:00,0.435,6.9,0
2011-10-23 00:00:00,0.45,7.4,0
2011-10-24 00:00:00,0.44,5.8,0
2011-10-25 00:00:00,0.418,5.4,0
2011-10-26 00:00:00,0.395,5.9,0
2011-10-27 00:00:00,0.375,6.8,0
2011-10-28 00:00:00,0.375,7.4,0
2011-10-29 00:00:00,0.368,6.6,0
2011-10-30 00:00:00,0.386,7.1,0
2011-10-31 00:00:00,0.399,7.2,0
2011-11-01 00:00:00,0.395,8.2,0
2011-11-02 00:00:00,0.382,8.5,0
2011-11-03 00:00:00,0.363,8.1,0
2011-11-04 00:00:00,0.343,7.7,0
2011-11-05 00:00:00,0.325,7.7,0
2011-11-06 00:00:00,0.307,7.6,0
2011-11-07 00:00:00,0.293,6.9,0
2011-11-08 00:00:00,0.279,5.6,0
2011-11-09 00:00:00,0.266,4.6,0
2011-11-10 00:00:00,0.255,4.6,0
2011-11-11 00:00:00,0.244,3.7,0
2011-11-12 00:00:00,0.234,2,0
2011-11-13 00:00:00,0.225,2,0
2011-11-14 00:00:00,0.216,3.3,0
2011-11-15 00:00:00,0.208,2.7,0
2011-11-16 00:00:00,0.201,1.9,0
2011-11-17 00:00:00,0.192,1.1,0
2011-11-18 00:00:00,0.185,1.5,0
2011-11-19 00:00:00,0.181,2.6,0
2011-11-20 00:00:00,0.176,2.5,0
2011-11-21 00:00:00,0.179,3.4,0
2011-11-22 00:00:00,0.201,2.3,0
2011-11-23 00:00:00,0.239,3.3,0
2011-11-24 00:00:00,0.285,4,0
2011-11-25 00:00:00,0.321,5.2,0
2011-11-26 00:00:00,0.345,4.4,0
2011-11-27 00:00:00,0.356,5.3,0
2011-11-28 00:00:00,0.388,4.3,0
2011-11-29 00:00:00,0.531,4.4,0
2011-11-30 00:00:00,0.741,4.9,0
2011-12-01 00:00:00,0.806,4.6,0
2011-12-02 00:00:00,0.804,3.4,0
2011-12-03 00:00:00,0.774,2,0
2011-12-04 00:00:00,0.736,2.8,0
2011-12-05 00:00:00,0.714,1.9,0
2011-12-06 00:00:00,0.738,0.4,0
2011-12-07 00:00:00,0.747,0.6,0
2011-12-08 00:00:00,0.73,0,0
2011-12-09 00:00:00,0.707,1,0
2011-12-10 00:00:00,0.733,2.4,0
2011-12-11 00:00:00,1.217,1.7,0
2011-12-12 00:00:00,1.427,2.1,0
2011-12-13 00:00:00,1.414,3,0
2011-12-14 00:00:00,1.425,3.4,0
2011-12-15 00:00:00,1.607,3.1,0
2011-12-16 00:00:00,1.546,2.8,0
2011-12-17 00:00:00,1.436,2.6,0
2011-12-18 00:00:00,1.432,3.1,0
2011-12-19 00:00:00,2.091,2.9,0
2011-12-20 00:00:00,2.664,2.7,0
2011-12-21 00:00:00,2.928,2.3,0
2011-12-22 00:00:00,2.837,1.9,0
2011-12-23 00:00:00,2.66,2.4,0
2011-12-24 00:00:00,2.478,2.7,0
2011-12-25 00:00:00,2.635,3,0
2011-12-26 00:00:00,2.671,3.9,0
2011-12-27 00:00:00,2.721,4.3,0
2011-12-28 00:00:00,2.633,3.4,0
2011-12-29 00:00:00,2.505,3.6,0
2011-12-30 00:00:00,2.373,2.6,0
2011-12-31 00:00:00,2.328,0.9,0
2012-01-01 00:00:00,2.262,0.7,0
2012-01-02 00:00:00,2.174,1.7,0
2012-01-03 00:00:00,2.086,2.3,0
2012-01-04 00:00:00,2.326,2.6,0
2012-01-05 00:00:00,2.804,2.1,0
2012-01-06 00:00:00,3.223,1.3,0
2012-01-07 00:00:00,3.239,0.5,0
2012-01-08 00:00:00,3.118,0.4,0
2012-01-09 00:00:00,2.954,0.1,0
2012-01-10 00:00:00,2.78,0.3,0
2012-01-11 00:00:00,2.608,0.9,0
2012-01-12 00:00:00,2.439,1.2,0
2012-01-13 00:00:00,2.383,1.1,0
2012-01-14 00:00:00,2.507,1,0
2012-01-15 00:00:00,2.524,0.6,0
2012-01-16 00:00:00,2.466,0.7,0
2012-01-17 00:00:00,2.367,1,0
2012-01-18 00:00:00,2.274,1,0
2012-01-19 00:00:00,2.17,0.9,0
2012-01-20 00:00:00,2.073,0.3,0
2012-01-21 00:00:00,1.964,0,0
2012-01-22 00:00:00,1.851,0.4,0
2012-01-23 00:00:00,1.739,0.2,0
2012-01-24 00:00:00,1.651,0.1,0
2012-01-25 00:00:00,1.56,0,0
2012-01-26 00:00:00,1.468,0.1,0
2012-01-27 00:00:00,1.377,0.1,0
2012-01-28 00:00:00,1.291,0,0
2012-01-29 00:00:00,1.21,0,0
2012-01-30 00:00:00,1.132,0,0
2012-01-31 00:00:00,1.059,0,0
2012-02-01 00:00:00,0.993,0,0
2012-02-02 00:00:00,0.931,0,0
2012-02-03 00:00:00,0.876,0,0
2012-02-04 00:00:00,0.828,0,0
2012-02-05 00:00:00,0.781,0,0
2012-02-06 00:00:00,0.736,0,0
2012-02-07 00:00:00,0.694,0.1,0
2012-02-08 00:00:00,0.655,0.1,0
2012-02-09 00:00:00,0.619,0,0
2012-02-10 00:00:00,0.587,0,0
2012-02-11 00:00:00,0.557,0,0
2012-02-12 00:00:00,0.531,0.1,0
2012-02-13 00:00:00,0.508,0.1,0
2012-02-14 00:00:00,0.487,0.1,0
2012-02-15 00:00:00,0.472,0.1,0
2012-02-16 00:00:00,0.464,0.1,0
2012-02-17 00:00:00,0.456,0.1,0
2012-02-18 00:00:00,0.447,0.1,0
2012-02-19 00:00:00,0.454,0.2,0
2012-02-20 00:00:00,0.461,0.3,0
2012-02-21 00:00:00,0.605,0.5,0
2012-02-22 00:00:00,0.679,0.6,0
2012-02-23 00:00:00,0.822,0.7,0
2012-02-24 00:00:00,1.418,0.7,0
2012-02-25 00:00:00,1.893,0.7,0
2012-02-26 00:00:00,2.161,0.6,0
2012-02-27 00:00:00,2.193,0.3,0
2012-02-28 00:00:00,2.13,0.7,0
2012-02-29 00:00:00,2.034,0.9,0
2012-03-01 00:00:00,2.129,0.9,0
2012-03-02 00:00:00,2.495,1,0
2012-03-03 00:00:00,2.845,0.8,0
2012-03-04 00:00:00,3.281,0.5,0
2012-03-05 00:00:00,3.29,0.1,0
2012-03-06 00:00:00,3.145,0,0
2012-03-07 00:00:00,2.954,0.3,0
2012-03-08 00:00:00,2.761,0.5,0
2012-03-09 00:00:00,2.575,0.9,0
2012-03-10 00:00:00,2.402,1.3,0
2012-03-11 00:00:00,2.371,1.2,0
2012-03-12 00:00:00,2.734,1.7,0
2012-03-13 00:00:00,3.139,2,0
2012-03-14 00:00:00,3.769,1.8,0
2012-03-15 00:00:00,3.847,2.4,0
2012-03-16 00:00:00,3.701,3,0
2012-03-17 00:00:00,3.498,3.4,0
2012-03-18 00:00:00,3.27,3.7,0
2012-03-19 00:00:00,3.04,3.2,0
2012-03-20 00:00:00,2.814,3.1,0
2012-03-21 00:00:00,2.599,4.1,0
2012-03-22 00:00:00,2.405,5.2,0
2012-03-23 00:00:00,2.216,5.5,0
2012-03-24 00:00:00,2.032,6,0
2012-03-25 00:00:00,1.858,5.6,0
2012-03-26 00:00:00,1.693,6,0
2012-03-27 00:00:00,1.542,7,0
2012-03-28 00:00:00,1.4,7.1,0
2012-03-29 00:00:00,1.272,6.5,0
2012-03-30 00:00:00,1.186,5.5,0
2012-03-31 00:00:00,1.114,3.8,0
2012-04-01 00:00:00,1.179,2.9,0
2012-04-02 00:00:00,1.244,2.5,0
2012-04-03 00:00:00,1.328,2.3,0
2012-04-04 00:00:00,1.395,2.6,0
2012-04-05 00:00:00,1.416,3.3,0
2012-04-06 00:00:00,1.447,2.9,0
2012-04-07 00:00:00,1.76,2.6,0
2012-04-08 00:00:00,1.906,2.7,0
2012-04-09 00:00:00,1.942,3.2,0
2012-04-10 00:00:00,1.921,3.8,0
2012-04-11 00:00:00,1.885,4.4,0
2012-04-12 00:00:00,1.965,5,0
2012-04-13 00:00:00,1.978,4.6,0
2012-04-14 00:00:00,2.111,3.6,0
2012-04-15 00:00:00,3.521,3.7,0
2012-04-16 00:00:00,4.531,4.1,0
2012-04-17 00:00:00,4.9,4.4,0
2012-04-18 00:00:00,4.726,4.7,0
2012-04-19 00:00:00,4.431,5.2,0
2012-04-20 00:00:00,4.092,4.9,0
2012-04-21 00:00:00,3.805,4.7,0
2012-04-22 00:00:00,4.171,5,0
2012-04-23 00:00:00,4.263,5.3,0
2012-04-24 00:00:00,4.373,6.1,0
2012-04-25 00:00:00,4.148,6.8,0
2012-04-26 00:00:00,3.852,6.9,0
2012-04-27 00:00:00,3.802,7.7,0
2012-04-28 00:00:00,3.703,8.6,0
2012-04-29 00:00:00,3.492,8.7,0
2012-04-30 00:00:00,3.242,9,0
2012-05-01 00:00:00,2.987,9,0
2012-05-02 00:00:00,2.732,9.6,0
2012-05-03 00:00:00,2.49,9.2,0
2012-05-04 00:00:00,2.26,8.7,0
2012-05-05 00:00:00,2.048,9.3,0
2012-05-06 00:00:00,1.853,9.3,0
2012-05-07 00:00:00,1.671,9.3,0
2012-05-08 00:00:00,1.513,9.6,0
2012-05-09 00:00:00,1.419,10.1,0
2012-05-10 00:00:00,1.337,11.5,0
2012-05-11 00:00:00,1.275,12.6,0
2012-05-12 00:00:00,1.238,11.3,0
2012-05-13 00:00:00,1.233,10.9,0
2012-05-14 00:00:00,1.242,11.3,0
2012-05-15 00:00:00,1.237,12,0
2012-05-16 00:00:00,1.227,11.4,0
2012-05-17 00:00:00,1.215,11.8,0
2012-05-18 00:00:00,1.203,11.8,0
2012-05-19 00:00:00,1.192,12.3,0
2012-05-20 00:00:00,1.187,13.4,0
2012-05-21 00:00:00,1.172,13.6,0
2012-05-22 00:00:00,1.152,13.9,0
2012-05-23 00:00:00,1.133,14.1,0
2012-05-24 00:00:00,1.113,14.8,0
2012-05-25 00:00:00,1.086,15.7,0
2012-05-26 00:00:00,1.055,15.1,0
2012-05-27 00:00:00,1.023,15.4,0
2012-05-28 00:00:00,0.99,14.1,0
2012-05-29 00:00:00,0.955,12.2,0
2012-05-30 00:00:00,0.926,11,0
2012-05-31 00:00:00,0.892,11.2,0
2012-06-01 00:00:00,0.858,9.8,0
2012-06-02 00:00:00,0.822,8.8,0
2012-06-03 00:00:00,0.956,9.2,0
2012-06-04 00:00:00,1.269,9.9,0
2012-06-05 00:00:00,1.376,10.7,0
2012-06-06 00:00:00,1.438,11.2,0
2012-06-07 00:00:00,1.483,11.7,0
2012-06-08 00:00:00,1.479,12.6,0
2012-06-09 00:00:00,1.431,12.3,0
2012-06-10 00:00:00,1.432,13,0
2012-06-11 00:00:00,1.418,13.4,0
2012-06-12 00:00:00,1.366,13.7,0
2012-06-13 00:00:00,1.306,14.1,0
2012-06-14 00:00:00,1.248,14.7,0
2012-06-15 00:00:00,1.193,14.8,0
2012-06-16 00:00:00,1.143,13.9,0
2012-06-17 00:00:00,1.1,14,0
2012-06-18 00:00:00,1.077,14.7,0
2012-06-19 00:00:00,1.093,14.9,0
2012-06-20 00:00:00,1.14,14.8,0
2012-06-21 00:00:00,1.18,15,0
2012-06-22 00:00:00,1.165,15,0
2012-06-23 00:00:00,1.129,14.7,0
2012-06-24 00:00:00,1.088,15.1,0
2012-06-25 00:00:00,1.046,14.3,0
2012-06-26 00:00:00,1.056,14,0
2012-06-27 00:00:00,1.184,14,0
2012-06-28 00:00:00,1.236,14.1,0
2012-06-29 00:00:00,1.226,15,0
2012-06-30 00:00:00,1.188,16,0
2012-07-01 00:00:00,1.136,16.9,0
2012-07-02 00:00:00,1.079,16.8,0
2012-07-03 00:00:00,1.021,17.1,0
2012-07-04 00:00:00,0.968,17.1,0
2012-07-05 00:00:00,0.914,17,0
2012-07-06 00:00:00,0.857,17.4,0
2012-07-07 00:00:00,0.804,18.4,0
2012-07-08 00:00:00,0.757,18.3,0
2012-07-09 00:00:00,0.716,18.5,0
2012-07-10 00:00:00,0.688,17.1,0
2012-07-11 00:00:00,0.678,16.9,0
2012-07-12 00:00:00,0.675,17,0
2012-07-13 00:00:00,0.676,16.5,0
2012-07-14 00:00:00,0.661,16.5,0
2012-07-15 00:00:00,0.645,16.4,0
2012-07-16 00:00:00,0.632,16.2,0
2012-07-17 00:00:00,0.677,15.5,0
2012-07-18 00:00:00,0.731,15.4,0
2012-07-19 00:00:00,0.763,15.5,0
2012-07-20 00:00:00,0.761,15.2,0
2012-07-21 00:00:00,0.756,14.9,0
2012-07-22 00:00:00,0.819,15.3,0
2012-07-23 00:00:00,0.924,15.7,0
2012-07-24 00:00:00,0.908,17.2,0
2012-07-25 00:00:00,0.867,18.5,0
2012-07-26 00:00:00,0.824,17.9,0
2012-07-27 00:00:00,0.768,17.4,0
2012-07-28 00:00:00,0.714,18.2,0
2012-07-29 00:00:00,0.666,18.8,0
2012-07-30 00:00:00,0.626,18.4,0
2012-07-31 00:00:00,0.59,17.2,0
2012-08-01 00:00:00,0.558,16.5,0
2012-08-02 00:00:00,0.533,17,0
2012-08-03 00:00:00,0.533,18,0
2012-08-04 00:00:00,0.51,18,0
2012-08-05 00:00:00,0.484,17.9,0
2012-08-06 00:00:00,0.459,17.4,0
2012-08-07 00:00:00,0.558,17,0
2012-08-08 00:00:00,0.573,16.3,0
2012-08-09 00:00:00,0.651,15.6,0
2012-08-10 00:00:00,0.695,15.2,0
2012-08-11 00:00:00,0.689,15.2,0
2012-08-12 00:00:00,0.657,15.8,0
2012-08-13 00:00:00,0.619,16.2,0
2012-08-14 00:00:00,0.583,16.2,0
2012-08-15 00:00:00,0.548,16.8,0
2012-08-16 00:00:00,0.515,17.1,0
2012-08-17 00:00:00,0.483,17.2,0
2012-08-18 00:00:00,0.456,17.1,0
2012-08-19 00:00:00,0.435,17.7,0
2012-08-20 00:00:00,0.415,16.9,0
2012-08-21 00:00:00,0.395,16.1,0
2012-08-22 00:00:00,0.377,15.9,0
2012-08-23 00:00:00,0.389,15.3,0
2012-08-24 00:00:00,0.386,15.1,0
2012-08-25 00:00:00,0.395,15.2,0
2012-08-26 00:00:00,0.443,14.9,0
2012-08-27 00:00:00,0.472,13.7,0
2012-08-28 00:00:00,0.548,12.9,0
2012-08-29 00:00:00,0.628,14.1,0
2012-08-30 00:00:00,0.63,15,0
2012-08-31 00:00:00,0.597,14.8,0
2012-09-01 00:00:00,0.96,14.9,0
2012-09-02 00:00:00,2.581,14.9,0
2012-09-03 00:00:00,3.493,15.4,0
2012-09-04 00:00:00,3.543,15.4,0
2012-09-05 00:00:00,3.231,15.4,0
2012-09-06 00:00:00,2.906,14.5,0
2012-09-07 00:00:00,2.617,13.9,0
2012-09-08 00:00:00,2.362,13.4,0
2012-09-09 00:00:00,2.136,12.8,0
2012-09-10 00:00:00,1.933,13.9,0
2012-09-11 00:00:00,1.75,14.8,0
2012-09-12 00:00:00,1.578,14.1,0
2012-09-13 00:00:00,1.411,13.2,0
2012-09-14 00:00:00,1.265,12.7,0
2012-09-15 00:00:00,1.147,12.6,0
2012-09-16 00:00:00,1.045,13,0
2012-09-17 00:00:00,0.955,13.5,0
2012-09-18 00:00:00,0.879,12.8,0
2012-09-19 00:00:00,0.819,12.2,0
2012-09-20 00:00:00,0.77,11.3,0
2012-09-21 00:00:00,0.727,10.4,0
2012-09-22 00:00:00,0.715,10.6,0
2012-09-23 00:00:00,0.745,10.8,0
2012-09-24 00:00:00,0.894,10.5,0
2012-09-25 00:00:00,1.019,10.2,0
2012-09-26 00:00:00,1.075,10.8,0
2012-09-27 00:00:00,1.093,11.6,0
2012-09-28 00:00:00,1.506,11.4,0
2012-09-29 00:00:00,1.685,11.2,0
2012-09-30 00:00:00,1.757,10.9,0
2012-10-01 00:00:00,1.772,11.4,0
2012-10-02 00:00:00,1.754,11.6,0
2012-10-03 00:00:00,1.714,11.6,0
2012-10-04 00:00:00,1.642,11.2,0
2012-10-05 00:00:00,1.567,10.4,0
2012-10-06 00:00:00,1.574,9.8,0
2012-10-07 00:00:00,1.542,9.7,0
2012-10-08 00:00:00,1.477,9.3,0
2012-10-09 00:00:00,1.397,8.5,0
2012-10-10 00:00:00,1.314,7.8,0
2012-10-11 00:00:00,1.276,7.5,0
2012-10-12 00:00:00,1.249,6.7,0
2012-10-13 00:00:00,1.201,6.4,0
2012-10-14 00:00:00,1.144,6.6,0
2012-10-15 00:00:00,1.089,7.5,0
2012-10-16 00:00:00,1.2,8.2,0
2012-10-17 00:00:00,2.029,8.6,0
2012-10-18 00:00:00,2.235,8.9,0
2012-10-19 00:00:00,2.255,9.5,0
2012-10-20 00:00:00,2.346,9.2,0
2012-10-21 00:00:00,2.358,9,0
2012-10-22 00:00:00,2.836,8.1,0
2012-10-23 00:00:00,2.888,7.4,0
2012-10-24 00:00:00,2.805,7.1,0
2012-10-25 00:00:00,2.676,5.9,0
2012-10-26 00:00:00,2.534,4.9,0
2012-10-27 00:00:00,2.385,4.2,0
2012-10-28 00:00:00,2.237,2.9,0
2012-10-29 00:00:00,2.093,3.2,0
2012-10-30 00:00:00,1.966,4.4,0
2012-10-31 00:00:00,2.05,4.6,0
2012-11-01 00:00:00,2.478,5.2,0
2012-11-02 00:00:00,2.558,5.7,0
2012-11-03 00:00:00,2.622,5.5,0
2012-11-04 00:00:00,2.572,5,0
2012-11-05 00:00:00,2.475,4.8,0
2012-11-06 00:00:00,2.354,4.1,0
2012-11-07 00:00:00,2.24,4,0
2012-11-08 00:00:00,2.129,3.3,0
2012-11-09 00:00:00,2.012,2.4,0
2012-11-10 00:00:00,1.892,3.6,0
2012-11-11 00:00:00,1.777,4.7,0
2012-11-12 00:00:00,1.746,4.7,0
2012-11-13 00:00:00,1.714,3.9,0
2012-11-14 00:00:00,1.65,5.1,0
2012-11-15 00:00:00,1.576,5.2,0
2012-11-16 00:00:00,1.642,5.2,0
2012-11-17 00:00:00,1.644,5.4,0
2012-11-18 00:00:00,1.603,5.3,0
2012-11-19 00:00:00,1.531,4.9,0
2012-11-20 00:00:00,1.445,5.2,0
2012-11-21 00:00:00,1.355,5.5,0
2012-11-22 00:00:00,1.264,5.6,0
2012-11-23 00:00:00,1.174,5.6,0
2012-11-24 00:00:00,1.086,5.2,0
2012-11-25 00:00:00,1.008,3.8,0
2012-11-26 00:00:00,0.937,3.6,0
2012-11-27 00:00:00,0.871,3.7,0
2012-11-28 00:00:00,0.864,3.7,0
2012-11-29 00:00:00,1.341,3.3,0
2012-11-30 00:00:00,1.876,2.3,0
2012-12-01 00:00:00,2.193,1.1,0
2012-12-02 00:00:00,2.285,0,0
2012-12-03 00:00:00,2.265,0,0
2012-12-04 00:00:00,2.199,0.3,0
2012-12-05 00:00:00,2.12,0.6,0
2012-12-06 00:00:00,2.048,0.7,0
2012-12-07 00:00:00,1.987,0.3,0
2012-12-08 00:00:00,1.919,0,0
2012-12-09 00:00:00,1.843,0,0
2012-12-10 00:00:00,1.77,0.2,0
2012-12-11 00:00:00,1.698,0.3,0
2012-12-12 00:00:00,1.639,0.2,0
2012-12-13 00:00:00,1.586,0,0
2012-12-14 00:00:00,1.536,0,0
2012-12-15 00:00:00,1.493,0.3,0
2012-12-16 00:00:00,1.461,0.6,0
2012-12-17 00:00:00,1.479,0.8,0
2012-12-18 00:00:00,1.538,0.8,0
2012-12-19 00:00:00,1.594,0.7,0
2012-12-20 00:00:00,1.626,0.4,0
2012-12-21 00:00:00,1.633,0.1,0
2012-12-22 00:00:00,1.623,0,0
2012-12-23 00:00:00,1.601,0,0
2012-12-24 00:00:00,1.574,0,0
2012-12-25 00:00:00,1.546,0.1,0
2012-12-26 00:00:00,1.518,0.3,0
2012-12-27 00:00:00,1.495,0.6,0
2012-12-28 00:00:00,1.504,0.1,0
2012-12-29 00:00:00,1.538,0.4,0
2012-12-30 00:00:00,1.534,1,0
2012-12-31 00:00:00,1.53,1.7,0
2013-01-01 00:00:00,1.72,2.8,0
