Time,FLOW
2012-04-02 00:00:00,1.244
2012-04-03 00:00:00,1.328
2012-04-04 00:00:00,1.395
2012-04-05 00:00:00,1.416
2012-04-06 00:00:00,1.447
2012-04-07 00:00:00,1.76
2012-04-08 00:00:00,1.906
2012-04-09 00:00:00,1.942
2012-04-10 00:00:00,1.921
2012-04-11 00:00:00,1.885
2012-04-12 00:00:00,1.965
2012-04-13 00:00:00,1.978
2012-04-14 00:00:00,2.111
2012-04-15 00:00:00,3.521
2012-04-16 00:00:00,4.531
2012-04-17 00:00:00,4.9
2012-04-18 00:00:00,4.726
2012-04-19 00:00:00,4.431
2012-04-20 00:00:00,4.092
2012-04-21 00:00:00,3.805
2012-04-22 00:00:00,4.171
2012-04-23 00:00:00,4.263
2012-04-24 00:00:00,4.373
2012-04-25 00:00:00,4.148
2012-04-26 00:00:00,3.852
2012-04-27 00:00:00,3.802
2012-04-28 00:00:00,3.703
2012-04-29 00:00:00,3.492
2012-04-30 00:00:00,3.242
2012-05-01 00:00:00,2.987
2012-05-02 00:00:00,2.732
2012-05-03 00:00:00,2.49
2012-05-04 00:00:00,2.26
2012-05-05 00:00:00,2.048
2012-05-06 00:00:00,1.853
2012-05-07 00:00:00,1.671
2012-05-08 00:00:00,1.513
2012-05-09 00:00:00,1.419
2012-05-10 00:00:00,1.337
2012-05-11 00:00:00,1.275
2012-05-12 00:00:00,1.238
2012-05-13 00:00:00,1.233
2012-05-14 00:00:00,1.242
2012-05-15 00:00:00,1.237
2012-05-16 00:00:00,1.227
2012-05-17 00:00:00,1.215
2012-05-18 00:00:00,1.203
2012-05-19 00:00:00,1.192
2012-05-20 00:00:00,1.187
2012-05-21 00:00:00,1.172
2012-05-22 00:00:00,1.152
2012-05-23 00:00:00,1.133
2012-05-24 00:00:00,1.113
2012-05-25 00:00:00,1.086
2012-05-26 00:00:00,1.055
2012-05-27 00:00:00,1.023
2012-05-28 00:00:00,0.99
2012-05-29 00:00:00,0.955
2012-05-30 00:00:00,0.926
2012-05-31 00:00:00,0.892
2012-06-01 00:00:00,0.858
2012-06-02 00:00:00,0.822
2012-06-03 00:00:00,0.956
2012-06-04 00:00:00,1.269
2012-06-05 00:00:00,1.376
2012-06-06 00:00:00,1.438
2012-06-07 00:00:00,1.483
2012-06-08 00:00:00,1.479
2012-06-09 00:00:00,1.431
2012-06-10 00:00:00,1.432
2012-06-11 00:00:00,1.418
2012-06-12 00:00:00,1.366
2012-06-13 00:00:00,1.306
2012-06-14 00:00:00,1.248
2012-06-15 00:00:00,1.193
2012-06-16 00:00:00,1.143
2012-06-17 00:00:00,1.1
2012-06-18 00:00:00,1.077
2012-06-19 00:00:00,1.093
2012-06-20 00:00:00,1.14
2012-06-21 00:00:00,1.18
2012-06-22 00:00:00,1.165
2012-06-23 00:00:00,1.129
2012-06-24 00:00:00,1.088
2012-06-25 00:00:00,1.046
2012-06-26 00:00:00,1.056
2012-06-27 00:00:00,1.184
2012-06-28 00:00:00,1.236
2012-06-29 00:00:00,1.226
2012-06-30 00:00:00,1.188
2012-07-01 00:00:00,1.136
2012-07-02 00:00:00,1.079
2012-07-03 00:00:00,1.021
2012-07-04 00:00:00,0.968
2012-07-05 00:00:00,0.914
2012-07-06 00:00:00,0.857
2012-07-07 00:00:00,0.804
2012-07-08 00:00:00,0.757
2012-07-09 00:00:00,0.716
2012-07-10 00:00:00,0.688
2012-07-11 00:00:00,0.678
2012-07-12 00:00:00,0.675
2012-07-13 00:00:00,0.676
2012-07-14 00:00:00,0.661
2012-07-15 00:00:00,0.645
2012-07-16 00:00:00,0.632
2012-07-17 00:00:00,0.677
2012-07-18 00:00:00,0.731
2012-07-19 00:00:00,0.763
2012-07-20 00:00:00,0.761
2012-07-21 00:00:00,0.756
2012-07-22 00:00:00,0.819
2012-07-23 00:00:00,0.924
2012-07-24 00:00:00,0.908
2012-07-25 00:00:00,0.867
2012-07-26 00:00:00,0.824
2012-07-27 00:00:00,0.768
2012-07-28 00:00:00,0.714
2012-07-29 00:00:00,0.666
2012-07-30 00:00:00,0.626
2012-07-31 00:00:00,0.59
2012-08-01 00:00:00,0.558
2012-08-02 00:00:00,0.533
2012-08-03 00:00:00,0.533
2012-08-04 00:00:00,0.51
2012-08-05 00:00:00,0.484
2012-08-06 00:00:00,0.459
2012-08-07 00:00:00,0.558
2012-08-08 00:00:00,0.573
2012-08-09 00:00:00,0.651
2012-08-10 00:00:00,0.695
2012-08-11 00:00:00,0.689
2012-08-12 00:00:00,0.657
2012-08-13 00:00:00,0.619
2012-08-14 00:00:00,0.583
2012-08-15 00:00:00,0.548
2012-08-16 00:00:00,0.515
2012-08-17 00:00:00,0.483
2012-08-18 00:00:00,0.456
2012-08-19 00:00:00,0.435
2012-08-20 00:00:00,0.415
2012-08-21 00:00:00,0.395
2012-08-22 00:00:00,0.377
2012-08-23 00:00:00,0.389
2012-08-24 00:00:00,0.386
2012-08-25 00:00:00,0.395
2012-08-26 00:00:00,0.443
2012-08-27 00:00:00,0.472
2012-08-28 00:00:00,0.548
2012-08-29 00:00:00,0.628
2012-08-30 00:00:00,0.63
2012-08-31 00:00:00,0.597
2012-09-01 00:00:00,0.96
2012-09-02 00:00:00,2.581
2012-09-03 00:00:00,3.493
2012-09-04 00:00:00,3.543
2012-09-05 00:00:00,3.231
2012-09-06 00:00:00,2.906
2012-09-07 00:00:00,2.617
2012-09-08 00:00:00,2.362
2012-09-09 00:00:00,2.136
2012-09-10 00:00:00,1.933
2012-09-11 00:00:00,1.75
2012-09-12 00:00:00,1.578
2012-09-13 00:00:00,1.411
2012-09-14 00:00:00,1.265
2012-09-15 00:00:00,1.147
2012-09-16 00:00:00,1.045
2012-09-17 00:00:00,0.955
2012-09-18 00:00:00,0.879
2012-09-19 00:00:00,0.819
2012-09-20 00:00:00,0.77
2012-09-21 00:00:00,0.727
2012-09-22 00:00:00,0.715
2012-09-23 00:00:00,0.745
2012-09-24 00:00:00,0.894
2012-09-25 00:00:00,1.019
2012-09-26 00:00:00,1.075
2012-09-27 00:00:00,1.093
2012-09-28 00:00:00,1.506
2012-09-29 00:00:00,1.685
2012-09-30 00:00:00,1.757
2012-10-01 00:00:00,1.772
2012-10-02 00:00:00,1.754
2012-10-03 00:00:00,1.714
2012-10-04 00:00:00,1.642
2012-10-05 00:00:00,1.567
2012-10-06 00:00:00,1.574
2012-10-07 00:00:00,1.542
2012-10-08 00:00:00,1.477
2012-10-09 00:00:00,1.397
2012-10-10 00:00:00,1.314
2012-10-11 00:00:00,1.276
2012-10-12 00:00:00,1.249
2012-10-13 00:00:00,1.201
2012-10-14 00:00:00,1.144
2012-10-15 00:00:00,1.089
2012-10-16 00:00:00,1.2
2012-10-17 00:00:00,2.029
2012-10-18 00:00:00,2.235
2012-10-19 00:00:00,2.255
2012-10-20 00:00:00,2.346
2012-10-21 00:00:00,2.358
2012-10-22 00:00:00,2.836
2012-10-23 00:00:00,2.888
2012-10-24 00:00:00,2.805
2012-10-25 00:00:00,2.676
2012-10-26 00:00:00,2.534
2012-10-27 00:00:00,2.385
2012-10-28 00:00:00,2.237
2012-10-29 00:00:00,2.093
2012-10-30 00:00:00,1.966
2012-10-31 00:00:00,2.05
2012-11-01 00:00:00,2.478
2012-11-02 00:00:00,2.558
2012-11-03 00:00:00,2.622
2012-11-04 00:00:00,2.572
2012-11-05 00:00:00,2.475
2012-11-06 00:00:00,2.354
2012-11-07 00:00:00,2.24
2012-11-08 00:00:00,2.129
2012-11-09 00:00:00,2.012
2012-11-10 00:00:00,1.892
2012-11-11 00:00:00,1.777
2012-11-12 00:00:00,1.746
2012-11-13 00:00:00,1.714
2012-11-14 00:00:00,1.65
2012-11-15 00:00:00,1.576
2012-11-16 00:00:00,1.642
2012-11-17 00:00:00,1.644
2012-11-18 00:00:00,1.603
2012-11-19 00:00:00,1.531
2012-11-20 00:00:00,1.445
2012-11-21 00:00:00,1.355
2012-11-22 00:00:00,1.264
2012-11-23 00:00:00,1.174
2012-11-24 00:00:00,1.086
2012-11-25 00:00:00,1.008
2012-11-26 00:00:00,0.937
2012-11-27 00:00:00,0.871
2012-11-28 00:00:00,0.864
2012-11-29 00:00:00,1.341
2012-11-30 00:00:00,1.876
2012-12-01 00:00:00,2.193
2012-12-02 00:00:00,2.285
2012-12-03 00:00:00,2.265
2012-12-04 00:00:00,2.199
2012-12-05 00:00:00,2.12
2012-12-06 00:00:00,2.048
2012-12-07 00:00:00,1.987
2012-12-08 00:00:00,1.919
2012-12-09 00:00:00,1.843
2012-12-10 00:00:00,1.77
2012-12-11 00:00:00,1.698
2012-12-12 00:00:00,1.639
2012-12-13 00:00:00,1.586
2012-12-14 00:00:00,1.536
2012-12-15 00:00:00,1.493
2012-12-16 00:00:00,1.461
2012-12-17 00:00:00,1.479
2012-12-18 00:00:00,1.538
2012-12-19 00:00:00,1.594
2012-12-20 00:00:00,1.626
2012-12-21 00:00:00,1.633
2012-12-22 00:00:00,1.623
2012-12-23 00:00:00,1.601
2012-12-24 00:00:00,1.574
2012-12-25 00:00:00,1.546
2012-12-26 00:00:00,1.518
2012-12-27 00:00:00,1.495
2012-12-28 00:00:00,1.504
2012-12-29 00:00:00,1.538
2012-12-30 00:00:00,1.534
2012-12-31 00:00:00,1.53
2013-01-01 00:00:00,1.72
